packageName,policyEntity,policyAction,policyData,policySentences,contradictionNum,contradictoryEntity,contradictoryAction,contradictoryData,contradictionSentences,label
164_i-Boating_Marine Navigation,analytic provider,collect,device identifier,b'Analytics companies may access anonymous data (such as your IP address or device ID) to help us understand how our services are used.',C4,third party,not_collect,postal address,"b'We generally do not share personally identifiable information (such as name, address, email or phone) with other companies for marketing purposes.'",1
164_i-Boating_Marine Navigation,analytic provider,collect,ip address,b'Analytics companies may access anonymous data (such as your IP address or device ID) to help us understand how our services are used.',C4,third party,not_collect,pii,"b'We generally do not share personally identifiable information (such as name, address, email or phone) with other companies for marketing purposes.'",1
164_i-Boating_Marine Navigation,analytic provider,collect,ip address,b'Analytics companies may access anonymous data (such as your IP address or device ID) to help us understand how our services are used.',C4,third party,not_collect,postal address,"b'We generally do not share personally identifiable information (such as name, address, email or phone) with other companies for marketing purposes.'",1
170_Screen Mirroring - Cast to TV,third party,collect,pii,"b'In this case, your personal information will be shared with these agents or contractors but only for the purpose of performing services on behalf and under instructions of Us and in accordance with this privacy policy.||TV or streaming service providers: We may share personal information with TV or streaming service providers like Google, Samsung or LG to enable video casting on third party devices like TVs or streaming players.||Please note that we have no influence on how your personal information is collected or used by third-party services like Twitter, Facebook, Instagram, Youtube, when you use them to interact with us.||Personal information may be stored by these providers for fulfilling the service, for example your email address may be stored by our email provider.'",N1,third party,not_collect,password,"b'Usernames, logins and passwords you use to access websites, accounts and services inside of the App are never accessed by Us or any other third party related with us.'",0
170_Screen Mirroring - Cast to TV,third party,collect,pii,"b'In this case, your personal information will be shared with these agents or contractors but only for the purpose of performing services on behalf and under instructions of Us and in accordance with this privacy policy.||TV or streaming service providers: We may share personal information with TV or streaming service providers like Google, Samsung or LG to enable video casting on third party devices like TVs or streaming players.||Please note that we have no influence on how your personal information is collected or used by third-party services like Twitter, Facebook, Instagram, Youtube, when you use them to interact with us.||Personal information may be stored by these providers for fulfilling the service, for example your email address may be stored by our email provider.'",N1,third party,not_collect,username,"b'Usernames, logins and passwords you use to access websites, accounts and services inside of the App are never accessed by Us or any other third party related with us.'",0
170_Screen Mirroring - Cast to TV,third party,collect,pii,"b'In this case, your personal information will be shared with these agents or contractors but only for the purpose of performing services on behalf and under instructions of Us and in accordance with this privacy policy.||TV or streaming service providers: We may share personal information with TV or streaming service providers like Google, Samsung or LG to enable video casting on third party devices like TVs or streaming players.||Please note that we have no influence on how your personal information is collected or used by third-party services like Twitter, Facebook, Instagram, Youtube, when you use them to interact with us.||Personal information may be stored by these providers for fulfilling the service, for example your email address may be stored by our email provider.'",N3,customer,not_collect,pii,b'We do not sell personal information about our customers.',2
170_Screen Mirroring - Cast to TV,google,collect,pii,"b'TV or streaming service providers: We may share personal information with TV or streaming service providers like Google, Samsung or LG to enable video casting on third party devices like TVs or streaming players.'",N2,third party,not_collect,password,"b'Usernames, logins and passwords you use to access websites, accounts and services inside of the App are never accessed by Us or any other third party related with us.'",0
170_Screen Mirroring - Cast to TV,google,collect,pii,"b'TV or streaming service providers: We may share personal information with TV or streaming service providers like Google, Samsung or LG to enable video casting on third party devices like TVs or streaming players.'",N2,third party,not_collect,username,"b'Usernames, logins and passwords you use to access websites, accounts and services inside of the App are never accessed by Us or any other third party related with us.'",0
170_Screen Mirroring - Cast to TV,google,collect,pii,"b'TV or streaming service providers: We may share personal information with TV or streaming service providers like Google, Samsung or LG to enable video casting on third party devices like TVs or streaming players.'",C3,customer,not_collect,pii,b'We do not sell personal information about our customers.',2
42_Sideline_ 2nd Phone Line App,third party,collect,customer information,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share your Customer Information with a third party if you have consented to receive information from that third party through Pinger products or services.||Pinger does not rent, sell, or share any Customer Information unless we have your express informed consent and in the following circumstances: Pinger may share Customer Information with a third party if you have consented to receive information from, or share it with, that third party through Pinger products or services.'",N1,third party,not_collect,person name,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'",0
42_Sideline_ 2nd Phone Line App,third party,collect,customer information,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share your Customer Information with a third party if you have consented to receive information from that third party through Pinger products or services.||Pinger does not rent, sell, or share any Customer Information unless we have your express informed consent and in the following circumstances: Pinger may share Customer Information with a third party if you have consented to receive information from, or share it with, that third party through Pinger products or services.'",N1,third party,not_collect,pii,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'",0
42_Sideline_ 2nd Phone Line App,third party,collect,customer information,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share your Customer Information with a third party if you have consented to receive information from that third party through Pinger products or services.||Pinger does not rent, sell, or share any Customer Information unless we have your express informed consent and in the following circumstances: Pinger may share Customer Information with a third party if you have consented to receive information from, or share it with, that third party through Pinger products or services.'",N1,third party,not_collect,email address,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'",0
42_Sideline_ 2nd Phone Line App,parent,collect,customer information,"b'In order to provide software and services to you, Pinger may share Customer Information with its parent and subsidiary companies within and without the European Union and those parties may process and store Customer Information in any country in the world subject to this Data Protection Policy.'",N2,third party,not_collect,person name,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'",0
42_Sideline_ 2nd Phone Line App,parent,collect,customer information,"b'In order to provide software and services to you, Pinger may share Customer Information with its parent and subsidiary companies within and without the European Union and those parties may process and store Customer Information in any country in the world subject to this Data Protection Policy.'",N2,third party,not_collect,pii,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'",0
42_Sideline_ 2nd Phone Line App,parent,collect,customer information,"b'In order to provide software and services to you, Pinger may share Customer Information with its parent and subsidiary companies within and without the European Union and those parties may process and store Customer Information in any country in the world subject to this Data Protection Policy.'",N2,third party,not_collect,email address,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'",0
42_Sideline_ 2nd Phone Line App,third party,not_collect,pii,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'",C1,third party,collect,pii,"b'We disclose your personal information to Services Providers to provide customer support, to analyze the usage of our Apps and the Site, and to initiate App alerts.'",0
42_Sideline_ 2nd Phone Line App,third party,collect,phone number,"b'If you provide your phone number as part of a request for information about Pinger products or services or in setting up an account, we may use that phone number and share that phone number with third parties to contact you about Pinger products and services and to provide advertisements to you about Pinger Products and services.'",C2,third party,not_collect,pii,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'",0
42_Sideline_ 2nd Phone Line App,third party,collect,pii,"b'We disclose your personal information to Services Providers to provide customer support, to analyze the usage of our Apps and the Site, and to initiate App alerts.'",N1,third party,not_collect,person name,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'",0
42_Sideline_ 2nd Phone Line App,third party,collect,pii,"b'We disclose your personal information to Services Providers to provide customer support, to analyze the usage of our Apps and the Site, and to initiate App alerts.'",C1,third party,not_collect,pii,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'",0
42_Sideline_ 2nd Phone Line App,third party,collect,pii,"b'We disclose your personal information to Services Providers to provide customer support, to analyze the usage of our Apps and the Site, and to initiate App alerts.'",N1,third party,not_collect,email address,"b'Pinger does not rent, sell, or share any Customer Information except as provided above and unless: you initiate the sharing through the Pinger products, services or website; you have provided your express consent; and in the following circumstances: Pinger may share App Data and certain aggregated, non-personal information with third parties, but such information does not include your name, email address or any other Personal Information.'",0
